tau,cvxvx
0.09821684,245.85698240
0.09824685,245.10196957
0.09827685,244.32760020
0.09830686,243.54043722
0.09833687,242.74939410
0.09836688,241.96037436
0.09839689,241.17392442
0.09842690,240.38579651
0.09845690,239.58946031
0.09848691,238.78137950
0.09851692,237.96297270
0.09854693,237.13833142
0.09857694,236.31376252
0.09860695,235.49574072
0.09863695,234.68995836
0.09866696,233.89884890
0.09869697,233.12282053
0.09872698,232.35953165
0.09875699,231.60535494
0.09878699,230.85262327
0.09881700,230.09609055
0.09884701,229.33377686
0.09887702,228.56456024
0.09890703,227.78757224
0.09893704,227.00603843
0.09896704,226.22277827
0.09899705,225.44013480
0.09902706,224.66147384
0.09905707,223.88906901
0.09908708,223.12495221
0.09911708,222.37070482
0.09914709,221.62389981
0.09917710,220.87770427
0.09920711,220.12491284
0.09923712,219.36081873
0.09926713,218.58500325
0.09929713,217.80044736
0.09932714,217.01300369
0.09935715,216.22540700
0.09938716,215.43702892
0.09941717,214.64548063
0.09944717,213.85203335
0.09947718,213.06152555
0.09950719,212.27708347
0.09953720,211.49932654
0.09956721,210.72336588
0.09959722,209.94724689
0.09962722,209.17296888
0.09965723,208.40734121
0.09968724,207.65859079
0.09971725,206.93253721
0.09974726,206.22829831
0.09977726,205.54055936
0.09980727,204.86199805
0.09983728,204.18750658
0.09986729,203.51355305
0.09989730,202.83934490
0.09992731,202.16243882
0.09995731,201.47703956
0.09998732,200.77646002
0.10001733,200.05598272
0.10004734,199.31132669
0.10007735,198.54066967
0.10010736,197.74602415
0.10013736,196.93361724
0.10016737,196.11123266
0.10019738,195.28852919
0.10022739,194.47432020
0.10025740,193.67541874
0.10028740,192.89517507
0.10031741,192.13732507
0.10034742,191.40475767
0.10037743,190.69701608
0.10040744,190.01216049
0.10043745,189.34789263
0.10046745,188.70024763
0.10049746,188.06419985
0.10052747,187.43723465
0.10055748,186.81809818
0.10058749,186.20612762
0.10061749,185.60082194
0.10064750,185.00218549
0.10067751,184.40935909
0.10070752,183.82139852
0.10073753,183.23839930
0.10076754,182.66025267
0.10079754,182.08483018
0.10082755,181.50968415
0.10085756,180.93373563
0.10088757,180.35473542
0.10091758,179.77192782
0.10094758,179.18541699
0.10097759,178.59382601
0.10100760,177.99293077
0.10103761,177.37814103
0.10106762,176.74682789
0.10109763,176.10038046
0.10112763,175.44421403
0.10115764,174.78251730
0.10118765,174.12004460
0.10121766,173.45951866
0.10124767,172.80195304
0.10127767,172.14584312
0.10130768,171.49137547
0.10133769,170.83898789
0.10136770,170.18879947
0.10139771,169.54295458
0.10142772,168.90409364
0.10145772,168.26919347
0.10148773,167.63281322
0.10151774,166.98899044
0.10154775,166.33478346
0.10157776,165.66967256
0.10160777,164.99297482
0.10163777,164.30314192
0.10166778,163.60178442
0.10169779,162.89074697
0.10172780,162.16991035
0.10175781,161.44133384
0.10178781,160.70865235
0.10181782,159.97478436
0.10184783,159.23955355
0.10187784,158.50320428
0.10190785,157.76719392
0.10193786,157.03537196
0.10196786,156.31250638
0.10199787,155.60419163
0.10202788,154.91340798
0.10205789,154.23740831
0.10208790,153.57186347
0.10211790,152.91550360
0.10214791,152.26812873
0.10217792,151.62955824
0.10220793,150.99854767
0.10223794,150.37709765
0.10226795,149.76751752
0.10229795,149.16464566
0.10232796,148.56352295
0.10235797,147.96058015
0.10238798,147.35405702
0.10241799,146.74055602
0.10244799,146.11922761
0.10247800,145.49355704
0.10250801,144.86784731
0.10253802,144.24557091
0.10256803,143.62681758
0.10259804,143.00821436
0.10262804,142.38376423
0.10265805,141.75116325
0.10268806,141.11204789
0.10271807,140.47074360
0.10274808,139.83233645
0.10277808,139.20272904
0.10280809,138.58733336
0.10283810,137.99010421
0.10286811,137.41275912
0.10289812,136.85559765
0.10292813,136.31727187
0.10295813,135.79685026
0.10298814,135.29430393
0.10301815,134.80956061
0.10304816,134.33901245
0.10307817,133.87887574
0.10310818,133.42545517
0.10313818,132.97622360
0.10316819,132.53119303
0.10319820,132.09107138
0.10322821,131.65335456
0.10325822,131.21232897
0.10328822,130.76143511
0.10331823,130.29508985
0.10334824,129.81067597
0.10337825,129.30788762
0.10340826,128.78735588
0.10343827,128.24799397
0.10346827,127.68983517
0.10349828,127.11396626
0.10352829,126.51920202
0.10355830,125.90598681
0.10358831,125.27844358
0.10361831,124.64237914
0.10364832,124.00098770
0.10367833,123.35715055
0.10370834,122.71214153
0.10373835,122.06677474
0.10376836,121.42136098
0.10379836,120.77821119
0.10382837,120.14116850
0.10385838,119.51204533
0.10388839,118.89087995
0.10391840,118.27720257
0.10394840,117.66964869
0.10397841,117.06691302
0.10400842,116.47065370
0.10403843,115.88409212
0.10406844,115.31307804
0.10409845,114.76573310
0.10412845,114.25139060
0.10415846,113.77460470
0.10418847,113.33250601
0.10421848,112.91790618
0.10424849,112.52330430
0.10427849,112.14137224
0.10430850,111.76507339
0.10433851,111.39001822
0.10436852,111.01721700
0.10439853,110.64840753
0.10442854,110.28566186
0.10445854,109.92743901
0.10448855,109.57270970
0.10451856,109.21885702
0.10454857,108.86066638
0.10457858,108.49530700
0.10460859,108.12196252
0.10463859,107.74061803
0.10466860,107.35053005
0.10469861,106.95109231
0.10472862,106.54288986
0.10475863,106.12719739
0.10478863,105.70361349
0.10481864,105.26653778
0.10484865,104.81073210
0.10487866,104.33014693
0.10490867,103.82264550
0.10493868,103.29021006
0.10496868,102.73403895
0.10499869,102.15445621
0.10502870,101.55079677
0.10505871,100.92080377
0.10508872,100.26408386
0.10511872,99.58337013
0.10514873,98.88352987
0.10517874,98.16785699
0.10520875,97.43574263
0.10523876,96.68335438
0.10526877,95.90743319
0.10529877,95.10875881
0.10532878,94.29111809
0.10535879,93.45930840
0.10538880,92.61705710
0.10541881,91.76629822
0.10544881,90.90864762
0.10547882,90.04619244
0.10550883,89.18134092
0.10553884,88.31728061
0.10556885,87.45796024
0.10559886,86.60406257
0.10562886,85.75286001
0.10565887,84.90033482
0.10568888,84.04390324
0.10571889,83.18015941
0.10574890,82.30717440
0.10577890,81.42587022
0.10580891,80.54251258
0.10583892,79.66734613
0.10586893,78.80862672
0.10589894,77.96880485
0.10592895,77.14584682
0.10595895,76.33587262
0.10598896,75.53375568
0.10601897,74.73359349
0.10604898,73.93034840
0.10607899,73.12119647
0.10610900,72.30817055
0.10613900,71.49710572
0.10616901,70.69444563
0.10619902,69.90723036
0.10622903,69.13976598
0.10625904,68.39316632
0.10628904,67.66680043
0.10631905,66.96069230
0.10634906,66.27479475
0.10637907,65.60639648
0.10640908,64.95390820
0.10643909,64.31809088
0.10646909,63.70012708
0.10649910,63.09793345
0.10652911,62.50544432
0.10655912,61.91728673
0.10658913,61.32923267
0.10661913,60.73661361
0.10664914,60.13504127
0.10667915,59.52623639
0.10670916,58.91591224
0.10673917,58.30661158
0.10676918,57.69813629
0.10679918,57.08810581
0.10682919,56.47337984
0.10685920,55.85285410
0.10688921,55.22891401
0.10691922,54.60523213
0.10694922,53.98533694
0.10697923,53.37457562
0.10700924,52.78086334
0.10703925,52.21109429
0.10706926,51.66850264
0.10709927,51.15386067
0.10712927,50.66693203
0.10715928,50.20655114
0.10718929,49.77064716
0.10721930,49.35650169
0.10724931,48.95945381
0.10727931,48.57366755
0.10730932,48.19642867
0.10733933,47.82655663
0.10736934,47.46175754
0.10739935,47.10033367
0.10742936,46.74119206
0.10745936,46.38503664
0.10748937,46.03484786
0.10751938,45.69285366
0.10754939,45.35711568
0.10757940,45.02463275
0.10760941,44.69342751
0.10763941,44.36331454
0.10766942,44.03479918
0.10769943,43.71065976
0.10772944,43.39231465
0.10775945,43.07788710
0.10778945,42.76317932
0.10781946,42.44417003
0.10784947,42.11867562
0.10787948,41.78732530
0.10790949,41.45393005
0.10793950,41.12295962
0.10796950,40.79333517
0.10799951,40.45772195
0.10802952,40.11025388
0.10805953,39.75021496
0.10808954,39.37785405
0.10811954,38.99261931
0.10814955,38.59552267
0.10817956,38.19071785
0.10820957,37.78502820
0.10823958,37.38518474
0.10826959,36.99671721
0.10829959,36.62336446
0.10832960,36.26453357
0.10835961,35.91560481
0.10838962,35.56844743
0.10841963,35.21223478
0.10844963,34.83533741
0.10847964,34.43013600
0.10850965,33.99233978
0.10853966,33.51719364
0.10856967,32.99912770
0.10859968,32.43440507
0.10862968,31.82240623
0.10865969,31.16641776
0.10868970,30.47560504
0.10871971,29.76385320
0.10874972,29.04386772
0.10877972,28.32692146
0.10880973,27.62415708
0.10883974,26.94425170
0.10886975,26.28782034
0.10889976,25.64843121
0.10892977,25.01993145
0.10895977,24.39821385
0.10898978,23.78126477
0.10901979,23.16776612
0.10904980,22.55443889
0.10907981,21.93666942
0.10910982,21.31025401
0.10913982,20.67356168
0.10916983,20.03073927
0.10919984,19.38942636
0.10922985,18.75584386
0.10925986,18.13276913
0.10928986,17.51899331
0.10931987,16.91080618
0.10934988,16.30580940
0.10937989,15.70505500
0.10940990,15.11160372
0.10943991,14.52845107
0.10946991,13.95611071
0.10949992,13.39103263
0.10952993,12.82971948
0.10955994,12.27139104
0.10958995,11.71517609
0.10961995,11.15849504
0.10964996,10.59809314
0.10967997,10.03291672
0.10970998,9.46537598
0.10973999,8.89772636
0.10977000,8.32935927
0.10980000,7.75953958
0.10983001,7.19011104
0.10986002,6.62745099
0.10989003,6.07971518
0.10992004,5.54993699
