tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00425550,-129824123.15257353,1094065.99264706,-130540342.46323529
0.00425700,-130097300.91911764,1065645.40441176,-130406954.26470588
0.00425850,-130368366.36029412,1041028.89705882,-130277146.50735295
0.00426000,-130635295.27757353,1020106.25000000,-130151563.93382353
0.00426150,-130900547.13235295,1002663.05147059,-130031256.61764705
0.00426300,-131162194.52205883,990388.05147059,-129915782.00367647
0.00426450,-131421871.87500000,981198.89705882,-129802532.90441176
0.00426600,-131677820.95588236,977691.36029412,-129695023.34558824
0.00426750,-131932052.20588236,979039.88970588,-129591429.15441176
0.00426900,-132183585.37500000,984148.05147059,-129493360.11029412
0.00427050,-132432193.38235295,996115.14705882,-129398782.55514705
0.00427200,-132677939.15441176,1011640.07352941,-129309348.41911764
0.00427350,-132921301.74632353,1031239.76102941,-129223677.22426471
0.00427500,-133162516.96691176,1057112.64705882,-129144011.76470588
0.00427650,-133401136.39705883,1087529.87132353,-129068085.34926471
0.00427800,-133636530.49632353,1123864.88970588,-128996386.63602941
0.00427950,-133871439.63235295,1164511.58088235,-128929916.54411764
0.00428100,-134103173.25367647,1210222.24264706,-128867934.19117647
0.00428250,-134332422.79411766,1261256.30514706,-128810892.64705883
0.00428400,-134559177.20588234,1318006.61764706,-128757695.07352941
0.00428550,-134785248.93382353,1378722.97794118,-128708824.81617647
0.00428700,-135008024.08088234,1444009.19117647,-128664079.59558824
0.00428850,-135229411.16727942,1514545.03676471,-128624251.13970588
0.00429000,-135449144.96323529,1589935.97426471,-128588087.31617647
0.00429150,-135666633.82352942,1670105.88235294,-128557410.11029412
0.00429300,-135882229.41176471,1754278.56617647,-128529306.13970588
0.00429450,-136097160.73529410,1841747.09558824,-128505455.84558824
0.00429600,-136309280.69852942,1932931.45220588,-128487419.11764705
0.00429750,-136520255.33088234,2029564.70588235,-128470345.22058824
0.00429900,-136730179.59558824,2128358.63970588,-128459294.37500000
0.00430050,-136938583.08823529,2230587.68382353,-128450391.30514705
0.00430200,-137144054.37500000,2336212.13235294,-128445610.25735295
0.00430350,-137349736.21323529,2444954.22794118,-128444880.51470588
0.00430500,-137553709.55882353,2556024.17279412,-128446363.16176471
0.00430650,-137756365.25735295,2668707.83088235,-128451294.11764705
0.00430800,-137958800.18382353,2783960.07352941,-128459389.33823529
0.00430950,-138158855.14705881,2899920.36764706,-128471157.20588236
0.00431100,-138357479.59558824,3017377.64705882,-128485470.29595588
0.00431250,-138556540.99264705,3135674.72426471,-128502318.36397059
0.00431400,-138753606.52573529,3255451.47058824,-128522418.41911764
0.00431550,-138949093.01470590,3375102.29779412,-128543708.14338236
0.00431700,-139144568.91544119,3494696.69117647,-128568927.95955883
0.00431850,-139337834.55882353,3614072.95955882,-128595900.23897059
0.00432000,-139531319.52205881,3731803.12500000,-128624876.47058824
0.00432150,-139723976.76470590,3849039.88970588,-128657477.38970588
0.00432300,-139915039.70588234,3964515.36764706,-128689598.67647059
0.00432450,-140105021.69117647,4077525.91911765,-128725753.08823529
0.00432600,-140294625.94117647,4189490.44117647,-128763762.50000000
0.00432750,-140482986.94852942,4297334.44852941,-128803205.55147059
0.00432900,-140670661.02941176,4403060.03676471,-128843807.19669117
0.00433050,-140857274.92647058,4505422.24264706,-128885847.81250000
0.00433200,-141041850.09191176,4604254.65073529,-128930293.43750000
0.00433350,-141226298.49264705,4698537.86764706,-128975784.90808824
0.00433500,-141411042.59191176,4788725.27573529,-129023331.47058824
0.00433650,-141592341.91176471,4873095.40441176,-129071330.51470588
0.00433800,-141773238.05147058,4953310.47794118,-129120738.05147059
0.00433950,-141953559.26470590,5027271.32352941,-129172344.30147059
0.00434100,-142132426.83823529,5097177.02205882,-129224240.88235295
0.00434250,-142309845.03676471,5159786.28676471,-129277134.06250000
0.00434400,-142486766.94485295,5216390.25735294,-129331608.29044117
0.00434550,-142660593.03308824,5266419.16544118,-129387158.82352941
0.00434700,-142833984.50367647,5309864.24632353,-129443155.18382353
0.00434850,-143005981.25000000,5346062.11764706,-129499378.18014705
0.00435000,-143176449.81617647,5374955.14705882,-129558334.19117647
0.00435150,-143344747.79411766,5396500.91911765,-129616140.80882353
0.00435300,-143510652.75735295,5410528.93382353,-129675503.12500000
0.00435450,-143675997.26102942,5417099.26470588,-129735481.08088236
0.00435600,-143839113.12500000,5414671.32352941,-129796152.81250000
0.00435750,-143998945.95588234,5405119.66911765,-129855988.05147059
0.00435900,-144158286.93014705,5387203.04227941,-129917990.68198529
0.00436050,-144313324.81617647,5360968.45588235,-129979796.08455883
0.00436200,-144467775.97426471,5327009.19117647,-130041682.53676471
0.00436350,-144617948.41911766,5284255.69852941,-130104698.18382353
0.00436500,-144766186.62316176,5232705.51470588,-130166659.92647059
0.00436650,-144912182.79411766,5173017.07720588,-130230046.69117647
0.00436800,-145054165.44117647,5105169.30147059,-130292274.35661764
0.00436950,-145192492.83088234,5028250.69852941,-130354553.86029412
0.00437100,-145329071.69117647,4943764.65073529,-130416581.36029412
0.00437250,-145460908.45588234,4852151.10294118,-130479416.58088236
0.00437400,-145590162.31617647,4751180.20772059,-130540703.67647059
0.00437550,-145714699.87132353,4642332.90441176,-130601908.78125000
0.00437700,-145835088.30882353,4525670.03676471,-130662969.85294117
0.00437850,-145951607.72058824,4400633.73161765,-130722893.40073529
0.00438000,-146064499.50367647,4269456.25367647,-130782793.67647059
0.00438150,-146171957.16911766,4130092.27941176,-130840726.65441176
0.00438300,-146275835.77205881,3983723.10661765,-130897627.94117647
0.00438450,-146374939.20955881,3830430.88235294,-130954039.44852941
0.00438600,-146469213.40073529,3670636.32352941,-131009876.01102941
0.00438750,-146557558.27205881,3502975.23897059,-131063815.21875000
0.00438900,-146640671.18566176,3331245.77205882,-131116173.34558824
0.00439050,-146718976.83823529,3151736.50735294,-131167041.58088236
0.00439200,-146791700.91911766,2967002.59191176,-131216288.97058824
0.00439350,-146858329.96323529,2775735.14338235,-131263582.35294117
0.00439500,-146919710.60661766,2580474.81617647,-131308915.60661764
0.00439650,-146974849.20404410,2379885.66176471,-131353249.81617647
0.00439800,-147024342.83088234,2174213.05147059,-131394180.23897059
0.00439950,-147067068.01470590,1963530.20220588,-131433787.13235295
0.00440100,-147104192.83088234,1749261.21323529,-131471397.42647059
0.00440250,-147134795.22058824,1530458.56617647,-131504886.02941176
0.00440400,-147158075.55147058,1309006.06617647,-131536881.98529412
0.00440550,-147174990.29411766,1083494.85294118,-131565867.83088236
0.00440700,-147185846.38051471,855254.59558824,-131592185.84558824
0.00440850,-147190209.74264705,624036.76470588,-131615167.64705883
0.00441000,-147186928.49264705,390693.75000000,-131635379.22794117
0.00441150,-147177230.90441176,154288.60294118,-131653734.55882353
0.00441300,-147160111.02941176,-84589.70588235,-131668233.49264705
0.00441450,-147136264.63235295,-324105.33088235,-131678714.72426471
0.00441600,-147105493.08823529,-565122.42647059,-131687196.39705883
0.00441750,-147067195.05514705,-807297.57352941,-131691670.22058824
0.00441900,-147023261.76470590,-1050453.89705882,-131692898.30882353
0.00442050,-146971236.76470590,-1294934.55882353,-131690906.43382353
0.00442200,-146913085.84558824,-1539458.27205882,-131685501.04779412
0.00442350,-146846636.58088234,-1783967.83088235,-131676690.62500000
0.00442500,-146773401.47058824,-2029380.51470588,-131663998.71323529
0.00442650,-146694746.32352942,-2272634.86029412,-131647358.08088236
0.00442800,-146608405.88235295,-2517048.71323529,-131627472.61029412
0.00442950,-146515015.80882353,-2759993.93382353,-131604271.50735295
0.00443100,-146415234.55882353,-3002544.04779412,-131577260.83639705
0.00443250,-146308660.66176471,-3243728.86029412,-131547014.88970588
0.00443400,-146196091.69117647,-3483435.12867647,-131512891.17647059
0.00443550,-146076029.77941176,-3721465.25735294,-131475739.70588236
0.00443700,-145950803.12500000,-3958102.57352941,-131435159.44852941
0.00443850,-145818561.76470590,-4193502.94117647,-131390850.58823529
0.00444000,-145680261.41544119,-4425970.58823529,-131343173.93382353
0.00444150,-145535589.96323529,-4656839.33823529,-131292665.80882353
0.00444300,-145385999.39338234,-4885012.68382353,-131238627.81801471
0.00444450,-145230077.20588234,-5111021.21323529,-131181360.09191176
0.00444600,-145069464.66911766,-5334593.19852941,-131121662.04044117
0.00444750,-144902921.50735295,-5554590.80882353,-131058909.43014705
0.00444900,-144731344.44852942,-5772420.20220588,-130993665.80882353
0.00445050,-144554474.19117647,-5986362.13235294,-130924573.43750000
0.00445200,-144372562.07720590,-6198088.97058824,-130853524.09926471
0.00445350,-144186655.73529410,-6406088.95220588,-130780237.68382353
0.00445500,-143995573.89705881,-6610723.40073529,-130705225.86397059
0.00445650,-143800304.77941176,-6811861.52573529,-130627457.95955883
0.00445800,-143600206.80147058,-7008679.63235294,-130547569.63235295
0.00445950,-143396427.24264705,-7202942.09558824,-130465479.17279412
0.00446100,-143188979.59558824,-7391841.76470588,-130382655.01838236
0.00446250,-142977354.24632353,-7577202.13235294,-130297754.10477941
0.00446400,-142762718.45588234,-7759066.47426471,-130210026.11966912
0.00446550,-142544515.48161766,-7935872.70220588,-130122782.22794117
0.00446700,-142323154.22610295,-8109243.08823529,-130033537.12683824
0.00446850,-142099200.97426471,-8277206.13970588,-129943857.54411764
0.00447000,-141871775.06433824,-8441053.82352941,-129854286.32904412
0.00447150,-141641550.93750000,-8600193.51102941,-129761861.10294117
0.00447300,-141409231.98529410,-8754725.67279412,-129670869.46691176
0.00447450,-141174597.20588234,-8903909.90808824,-129579127.38970588
0.00447600,-140937498.52941176,-9048369.59558824,-129487346.81985295
0.00447750,-140698224.24632353,-9187142.59191176,-129395226.54411764
0.00447900,-140457758.27205881,-9321477.35294118,-129303718.56617647
0.00448050,-140214599.63235295,-9449306.98529412,-129212814.33823529
0.00448200,-139970374.24632353,-9572037.99632353,-129122161.97610295
0.00448350,-139723919.30147058,-9688745.58823529,-129033042.27941176
0.00448500,-139476357.72058824,-9799887.15073529,-128944012.33455883
0.00448650,-139228243.50367647,-9905721.13970588,-128855989.96323529
0.00448800,-138978079.22794119,-10004415.64338235,-128769394.08088236
0.00448950,-138727614.52205881,-10097610.60661765,-128684234.44852941
0.00449100,-138476459.00735295,-10184616.36029412,-128600282.16911764
0.00449250,-138223489.33823529,-10264837.04044118,-128518907.99632353
0.00449400,-137970732.72058824,-10338184.61397059,-128437914.70588236
0.00449550,-137717143.53860295,-10405639.04411765,-128359832.72058824
0.00449700,-137463565.07352942,-10465239.46691176,-128283421.87500000
0.00449850,-137208729.71507353,-10518196.36029412,-128208820.44117647
0.00450000,-136954460.11029410,-10563817.83088235,-128136302.20588236
0.00450150,-136699070.03676471,-10602499.81617647,-128067630.14705883
0.00450300,-136444435.47794119,-10633474.81617647,-127999160.07352941
0.00450450,-136189210.01838234,-10656972.70220588,-127934443.56617647
0.00450600,-135933412.40808824,-10672483.63970588,-127871896.01102941
0.00450750,-135678928.86029410,-10680314.88970588,-127811369.57720588
0.00450900,-135425034.55882353,-10680009.92647059,-127753915.66176471
0.00451050,-135170479.96323529,-10672115.20220588,-127699597.24264705
0.00451200,-134916418.78676471,-10654723.42279412,-127646923.21691176
0.00451350,-134663802.75735295,-10629363.97058824,-127597334.65073529
0.00451500,-134409735.34926471,-10597050.43915441,-127550325.73529412
0.00451650,-134158167.09558824,-10554982.95955882,-127505927.02205883
0.00451800,-133906013.97058824,-10503195.03676471,-127464074.76102941
0.00451950,-133655127.02205883,-10443561.94852941,-127424977.42647059
0.00452100,-133405841.78676471,-10374245.38602941,-127388889.33823529
0.00452250,-133155966.21323529,-10297171.70955882,-127353479.22794117
0.00452400,-132907416.22426471,-10210018.75000000,-127323308.80514705
0.00452550,-132660566.80147059,-10114620.95588235,-127293704.41176471
0.00452700,-132414158.52941176,-10008995.25735294,-127266691.12132353
0.00452850,-132169844.06801471,-9894228.41911765,-127241778.05147059
0.00453000,-131925812.19852941,-9769367.05882353,-127220142.18750000
0.00453150,-131683425.29411764,-9636015.99264706,-127198606.83823529
0.00453300,-131443057.81250000,-9492826.87132353,-127180905.44117647
0.00453450,-131203701.47058824,-9339939.52205882,-127165155.33088236
0.00453600,-130966256.06617647,-9177694.30147059,-127151078.29044117
0.00453750,-130729550.27573529,-9005642.27941176,-127137921.91176471
0.00453900,-130496164.52205883,-8824330.69852941,-127127181.29779412
0.00454050,-130264690.80882353,-8633497.79411765,-127117134.90808824
0.00454200,-130033910.47794117,-8432968.57904412,-127110545.09191176
0.00454350,-129805538.41911764,-8222620.40441176,-127103328.12500000
0.00454500,-129580451.10294117,-8002780.14705882,-127098423.97242647
0.00454650,-129357120.07352941,-7774474.40441176,-127094342.26102941
0.00454800,-129136155.27573529,-7535062.31617647,-127091555.20220588
0.00454950,-128918031.52573529,-7287663.78676471,-127088609.63235295
0.00455100,-128702540.99264705,-7030812.31617647,-127086923.65808824
0.00455250,-128489861.28676471,-6764369.24632353,-127087244.81985295
0.00455400,-128281565.99264705,-6489777.50000000,-127087295.77205883
0.00455550,-128074308.45588236,-6205970.38602941,-127088285.64338236
0.00455700,-127871980.14705883,-5912385.11029412,-127088262.75000000
0.00455850,-127671559.00735295,-5610890.86397059,-127091244.85294117
0.00456000,-127475390.91911764,-5300999.94485294,-127093039.15441176
0.00456150,-127282967.64705883,-4982609.90808824,-127094522.04044117
0.00456300,-127094486.19485295,-4655925.71139706,-127097198.16176471
0.00456450,-126909471.32352941,-4321070.95588235,-127099915.99264705
0.00456600,-126729543.85661764,-3978323.05147059,-127101766.15808824
0.00456750,-126552226.10294117,-3628071.69117647,-127103800.42279412
0.00456900,-126379743.19852941,-3269955.75367647,-127106787.05882353
0.00457050,-126212038.97058824,-2905620.84558824,-127108769.85294117
0.00457200,-126049601.21323529,-2532968.91544118,-127110454.77941176
0.00457350,-125889976.06617647,-2153661.76470588,-127111934.19117647
0.00457500,-125736002.94117647,-1768724.90808824,-127113543.01470588
0.00457650,-125587299.87132353,-1376405.45955882,-127114166.74264705
0.00457800,-125442844.11764705,-978550.91911765,-127114980.77205883
0.00457950,-125304613.23529412,-574575.79044118,-127115322.42647059
0.00458100,-125169981.15808824,-164635.27573529,-127114852.02205883
0.00458250,-125041761.94852941,250076.34191176,-127114362.27941176
0.00458400,-124917768.01470588,671134.06250000,-127113744.66911764
0.00458550,-124800657.90441176,1094942.83088235,-127111912.68382353
0.00458700,-124688167.07720588,1525054.59558824,-127111090.99264705
0.00458850,-124581412.86764705,1959606.61764706,-127108642.09558824
0.00459000,-124479729.22794117,2397858.62132353,-127105263.23529412
0.00459150,-124383069.85294117,2839932.51838235,-127103331.80147059
0.00459300,-124293006.84742647,3285148.41911765,-127099582.35294117
0.00459450,-124208099.81617647,3734096.13970588,-127095818.01470588
0.00459600,-124128232.86764705,4186781.59926471,-127092271.87500000
0.00459750,-124054724.26470588,4641324.81617647,-127088222.83088236
0.00459900,-123986804.96323529,5098416.54411765,-127083780.59375000
0.00460050,-123924606.43382353,5558009.90808824,-127079209.55882353
0.00460200,-123867791.72794117,6019081.06617647,-127075526.47058824
0.00460350,-123816125.93014705,6481810.47794118,-127070346.74448529
0.00460500,-123770857.35294117,6946093.32720588,-127065077.02205883
0.00460650,-123729147.61029412,7412412.50000000,-127060836.94852941
0.00460800,-123693998.16176471,7878343.97426471,-127056155.42279412
0.00460950,-123663555.90073529,8345179.33823529,-127051989.15441176
0.00461100,-123638922.24264705,8811621.50735294,-127048600.58823529
0.00461250,-123618047.70220588,9279548.16176471,-127044149.52941176
0.00461400,-123602450.36764705,9747362.68382353,-127040739.43014705
0.00461550,-123592339.15441176,10213804.04411765,-127038036.39705883
0.00461700,-123586478.69485295,10680172.13235294,-127034614.88970588
0.00461850,-123585090.66176471,11145163.83639706,-127032715.44117647
0.00462000,-123587681.81985295,11609926.37867647,-127031267.46323529
0.00462150,-123595502.38970588,12072117.79411765,-127030127.94117647
0.00462300,-123606713.41911764,12533556.77573529,-127029442.46323529
0.00462450,-123621390.25735295,12992921.01102941,-127029639.88970588
0.00462600,-123640200.73529412,13450025.00000000,-127030793.38235295
0.00462750,-123662523.27205883,13905736.78308824,-127033000.73529412
0.00462900,-123688371.87500000,14357838.21691176,-127036380.36764705
0.00463050,-123717623.78676471,14808148.03308824,-127039120.77205883
0.00463200,-123749347.40808824,15255946.87500000,-127043936.48897059
0.00463350,-123783986.02941176,15699851.83823529,-127048901.30514705
0.00463500,-123821566.72794117,16140781.13970588,-127055337.31617647
0.00463650,-123861235.66176471,16577959.90808824,-127062339.88970588
0.00463800,-123903804.77941176,17012845.84558824,-127069956.80147059
0.00463950,-123947013.41911764,17443154.44852941,-127080086.72794117
0.00464100,-123993987.86764705,17869496.45220588,-127089595.40441176
0.00464250,-124041942.83088236,18291488.41911765,-127100045.40441176
0.00464400,-124090171.50735295,18709679.96323529,-127111578.67647059
0.00464550,-124140228.86029412,19123229.41176471,-127123519.30147059
0.00464700,-124192739.94485295,19533580.14705882,-127136452.75735295
0.00464850,-124244244.85294117,19937891.58088235,-127149626.17647059
0.00465000,-124297008.82352941,20338659.63235294,-127164452.75735295
0.00465150,-124351562.99632353,20734063.23529412,-127178667.05882353
0.00465300,-124404777.75735295,21124311.02941176,-127194084.00735295
0.00465450,-124459010.00000000,21510342.51838235,-127209514.00735295
0.00465600,-124512566.63602941,21890346.22610294,-127224818.98897059
0.00465750,-124565629.46691176,22266089.70588235,-127240283.27205883
0.00465900,-124619307.35294117,22635582.53676471,-127255387.07720588
0.00466050,-124670968.56617647,23000430.03676471,-127270586.28125000
0.00466200,-124723014.15441176,23359574.31617647,-127285894.11764705
0.00466350,-124772962.31617647,23713540.44117647,-127300737.50000000
0.00466500,-124822686.94852941,24062017.09558824,-127314814.88970588
0.00466650,-124870810.95588236,24405104.59558824,-127328402.00367647
0.00466800,-124916629.28308824,24741858.45588235,-127340807.16911764
0.00466950,-124961759.33823529,25074222.24264706,-127352439.70588236
0.00467100,-125004663.18014705,25399566.91176471,-127362556.67279412
0.00467250,-125044252.44485295,25720080.95955882,-127371491.34191176
0.00467400,-125083429.59558824,26033943.75000000,-127379080.11029412
0.00467550,-125119418.93382353,26343156.69117647,-127384828.78676471
0.00467700,-125153981.80147059,26647102.75735294,-127389467.64154412
0.00467850,-125184234.19117647,26944207.72058824,-127391133.77573529
0.00468000,-125212368.01470588,27235655.23897059,-127391134.31985295
0.00468150,-125237900.66176471,27522215.95588235,-127388682.22426471
0.00468300,-125259245.03676471,27802744.66911765,-127385011.93014705
0.00468450,-125278018.91544117,28077520.77205882,-127376846.15808824
0.00468600,-125293608.83088236,28346687.13235294,-127367936.58088236
0.00468750,-125305191.54411764,28610432.42647059,-127354483.19852941
0.00468900,-125313877.38970588,28868690.18382353,-127338358.89705883
0.00469050,-125318136.63602941,29121455.93750000,-127319389.48529412
0.00469200,-125318277.46323529,29368602.16360294,-127297052.75735295
0.00469350,-125314123.34558824,29610711.04779412,-127271179.45955883
0.00469500,-125306747.77573529,29846111.26838235,-127242618.01470588
0.00469650,-125293748.80514705,30077396.76470588,-127209863.78676471
0.00469800,-125277120.58823529,30303548.60294118,-127173962.68382353
0.00469950,-125255486.02941176,30524124.06250000,-127133142.05882353
0.00470100,-125229098.16176471,30739279.61397059,-127090140.07352941
0.00470250,-125197561.72794117,30949534.09926471,-127043171.13970588
0.00470400,-125162245.95588236,31155435.88235294,-126990367.48161764
0.00470550,-125121002.20588236,31355658.08823529,-126934961.27205883
0.00470700,-125074015.11029412,31551777.65992647,-126875343.01286764
0.00470850,-125022995.03676471,31741821.74632353,-126811455.12867647
0.00471000,-124965853.21691176,31928653.76654412,-126743611.30514705
0.00471150,-124903135.11029412,32110198.71323529,-126671374.15441176
0.00471300,-124834685.11029412,32287178.12500000,-126596219.02573529
0.00471450,-124760712.31617647,32459316.72794118,-126515597.97794117
0.00471600,-124680972.24264705,32628161.85661765,-126432009.00735295
0.00471750,-124595275.66176471,32792390.66176471,-126343249.26470588
0.00471900,-124503534.35661764,32951428.78676471,-126251241.36029412
0.00472050,-124405656.59926471,33107833.63970588,-126155081.43382353
0.00472200,-124302104.65073529,33259970.53308824,-126054871.87500000
0.00472350,-124192150.14705883,33408002.77573529,-125950770.11029412
0.00472500,-124074994.66911764,33552269.11764706,-125842299.28308824
0.00472650,-123952359.28308824,33692755.79411764,-125731465.44117647
0.00472800,-123822361.39705883,33829598.71323530,-125615374.94485295
0.00472950,-123686744.48529412,33963172.61029412,-125497043.26102941
0.00473100,-123544082.84926471,34093438.78676470,-125373916.58088236
0.00473250,-123396317.27941176,34220778.12500000,-125247747.79411764
0.00473400,-123240918.19852941,34344505.34926470,-125118428.67647059
0.00473550,-123078532.53676471,34465528.65808824,-124985524.30147059
0.00473700,-122909147.92279412,34583523.16176470,-124849985.66176471
0.00473850,-122734879.41176471,34698029.33823530,-124712069.61397059
0.00474000,-122552434.19117647,34810741.72794118,-124570453.87867647
0.00474150,-122363027.57352941,34919835.66176470,-124425696.39705883
0.00474300,-122168081.59926471,35027655.05514706,-124278631.19485295
0.00474450,-121965575.55147059,35131915.07352941,-124128871.28676471
0.00474600,-121756719.13602941,35234308.78676470,-123976839.70588236
0.00474750,-121541623.38235295,35334474.26470588,-123822928.04963236
0.00474900,-121319072.18750000,35432151.10294118,-123666746.19485295
0.00475050,-121090183.08823529,35527469.85294118,-123508797.20220588
0.00475200,-120854541.54411764,35621433.82352941,-123348580.11029412
0.00475350,-120612406.67279412,35713223.49264706,-123186985.90073529
0.00475500,-120363877.22426471,35802491.91176470,-123023770.40441176
0.00475650,-120108554.59558824,35890345.03676470,-122859641.67279412
0.00475800,-119847864.24632353,35976085.09191176,-122693249.08088236
0.00475950,-119580056.81985295,36060073.67647059,-122526671.32352941
0.00476100,-119305953.49264705,36143357.16911764,-122359343.75000000
0.00476250,-119026280.00000000,36223891.54411764,-122190386.76470588
0.00476400,-118740349.33823529,36302784.48529412,-122022275.36764705
0.00476550,-118448518.54779412,36381147.11397059,-121852523.25367647
0.00476700,-118149760.62500000,36456396.65441176,-121683678.12500000
0.00476850,-117845549.57720588,36531779.41176470,-121513190.99761029
0.00477000,-117536548.12500000,36604387.31617647,-121343885.88235295
0.00477150,-117221185.42279412,36675359.43014706,-121173865.11397059
0.00477300,-116900644.77941176,36745237.79411764,-121004173.40808824
0.00477450,-116575031.28676471,36813247.05882353,-120835376.61764705
0.00477600,-116243975.79044117,36879624.15441176,-120666856.28676471
0.00477750,-115908885.34926471,36943893.01470588,-120498724.57720588
0.00477900,-115567028.38235295,37006937.49816176,-120332581.06617647
0.00478050,-115221340.27573529,37068338.40073530,-120166144.85294117
0.00478200,-114871435.77205883,37127633.98897059,-120000982.40808824
0.00478350,-114516762.07720588,37184828.54779412,-119836927.90441176
0.00478500,-114157920.68198529,37241084.92647059,-119675118.95220588
0.00478650,-113795064.96323529,37293637.31617647,-119514403.67647059
0.00478800,-113428482.35294117,37345556.48897059,-119354600.18382353
0.00478950,-113057411.89338236,37394977.63419118,-119196703.49264705
0.00479100,-112683654.98161764,37441553.73235294,-119040605.95588236
0.00479250,-112306920.58823529,37487357.66544118,-118886369.96323529
0.00479400,-111926080.01838236,37529792.46323530,-118734270.29044117
0.00479550,-111543236.96691176,37569000.36764706,-118583377.33455883
0.00479700,-111157998.23529412,37606313.05147059,-118435252.68382353
0.00479850,-110768979.19117647,37641098.05147059,-118289785.87132353
0.00480000,-110378027.44485295,37672759.55882353,-118145867.83088236
0.00480150,-109986194.65073529,37702391.72794118,-118004373.52941176
0.00480300,-109591635.11029412,37728577.77573530,-117865832.35294117
0.00480450,-109195296.49816176,37751209.74264706,-117729202.68382353
0.00480600,-108798682.16911764,37773143.38235294,-117595014.08088236
0.00480750,-108399937.83088236,37789496.32352941,-117464483.60294117
0.00480900,-108000987.62867647,37804169.11764706,-117336257.98897059
0.00481050,-107601216.85661764,37813684.19117647,-117210983.45588236
0.00481200,-107201048.05147059,37821859.81617647,-117088022.64705883
0.00481350,-106801043.19852941,37826412.50000000,-116969090.88786764
0.00481500,-106400554.24632353,37827250.11029412,-116851557.72058824
0.00481650,-106000913.41911764,37824517.46323530,-116738722.61029412
0.00481800,-105601087.50000000,37817926.69117647,-116627269.30147059
0.00481950,-105203285.84558824,37808532.53676470,-116520107.24264705
0.00482100,-104805647.42647059,37796128.86029412,-116415309.62500000
0.00482250,-104408847.05882353,37779902.20588236,-116314745.03676471
0.00482400,-104014613.54779412,37759341.69117647,-116216023.27205883
0.00482550,-103621641.91176471,37736787.55514706,-116122316.65441176
0.00482700,-103230084.00735295,37709154.59558824,-116031014.57720588
0.00482850,-102841284.19117647,37679315.25735294,-115942793.01470588
0.00483000,-102453731.06617647,37646209.17279412,-115858347.05882353
0.00483150,-102068828.10661764,37609778.12500000,-115777486.58088236
0.00483300,-101687859.90808824,37570570.36764706,-115700271.85661764
0.00483450,-101309345.95588236,37527657.20588236,-115627473.34558824
0.00483600,-100932361.58088236,37481938.78676470,-115556146.50735295
0.00483750,-100559833.45588236,37434020.88235294,-115489707.42647059
0.00483900,-100190005.69852941,37382668.56617647,-115426149.19117647
0.00484050,-99825263.82352941,37328526.10294118,-115366248.34558824
0.00484200,-99463360.47794117,37273125.00000000,-115310968.19852941
0.00484350,-99104477.29779412,37215250.91911764,-115257896.32352941
0.00484500,-98749650.88235295,37154701.69117647,-115209709.16544117
0.00484650,-98399093.38235295,37093030.51470588,-115164830.14705883
0.00484800,-98052572.55514705,37028821.50735294,-115124352.94117647
0.00484950,-97710847.90441176,36963257.93658088,-115086121.32352941
0.00485100,-97373168.56617647,36896926.37224264,-115052443.93382353
0.00485250,-97040083.08823529,36829575.49632353,-115022717.27941176
0.00485400,-96711134.42279412,36759980.33088236,-114995388.89705883
0.00485550,-96386392.41360295,36691092.64705882,-114972849.81617647
0.00485700,-96067159.59558824,36621385.11029412,-114954416.83823529
0.00485850,-95752194.85294117,36551913.97058824,-114938963.60294117
0.00486000,-95441978.51102941,36481016.13970588,-114926425.18382353
0.00486150,-95135912.33455883,36411642.13786764,-114917853.12500000
0.00486300,-94836650.00000000,36342299.63235294,-114913253.30882353
0.00486450,-94540205.14705883,36274165.18382353,-114912056.93014705
0.00486600,-94249079.54044117,36205663.87867647,-114913780.69852941
0.00486750,-93962725.18382353,36138653.89705882,-114920072.61029412
0.00486900,-93681412.31617647,36073350.55147059,-114928809.37500000
0.00487050,-93404373.56617647,36009469.35661764,-114940455.16544117
0.00487200,-93133659.74264705,35946680.18382353,-114956027.37132353
0.00487350,-92865944.55882353,35885740.27573530,-114975053.49264705
0.00487500,-92605152.84926471,35826370.22058824,-114996717.27941176
0.00487650,-92347823.52941176,35769757.53676470,-115021307.35294117
0.00487800,-92095484.19117647,35714448.10661764,-115049698.34558824
0.00487950,-91847698.52941176,35662270.58823530,-115079690.79044117
0.00488100,-91604150.18382353,35612251.09742647,-115113043.38235295
0.00488250,-91366605.53308824,35563799.37500000,-115149587.50000000
0.00488400,-91132839.77941176,35518402.77573530,-115187786.43382353
0.00488550,-90903931.63602941,35474943.38235294,-115228835.84558824
0.00488700,-90678904.74264705,35434920.99264706,-115272613.97058824
0.00488850,-90458715.88235295,35396427.02205882,-115317617.64705883
0.00489000,-90243080.68014705,35361207.66544118,-115365476.21323529
0.00489150,-90031379.72426471,35328368.67647059,-115415352.00551471
0.00489300,-89824341.36029412,35298119.44852941,-115467192.48161764
0.00489450,-89621336.02941176,35269989.88970588,-115520701.83823529
0.00489600,-89422995.55147059,35244165.07352941,-115575668.56617647
0.00489750,-89228027.03602941,35220582.53676470,-115631653.48161764
0.00489900,-89037718.03125000,35200100.69852941,-115690709.74264705
0.00490050,-88850829.65073529,35179883.27205882,-115750134.59558824
0.00490200,-88667697.24264705,35163324.46691176,-115810429.22794117
0.00490350,-88489161.30514705,35146616.26838236,-115872022.66544117
