tau,c_fx_fx,c_fx_fy,c_fy_fy
0.00490500,-88314402.69852941,35132885.79044118,-115934843.38235295
0.00490650,-88141724.79779412,35120418.56617647,-115997362.77941176
0.00490800,-87974234.87132353,35108435.12867647,-116062232.16911764
0.00490950,-87809459.20955883,35099125.90073530,-116125401.50735295
0.00491100,-87647818.08823529,35089140.31250000,-116190460.66176471
0.00491250,-87489975.78547795,35080000.44117647,-116255336.81985295
0.00491400,-87335312.59191176,35071090.25735294,-116320441.36029412
0.00491550,-87183682.07720588,35062827.20588236,-116384738.15257353
0.00491700,-87035058.82352941,35055054.00735294,-116447885.66176471
0.00491850,-86889443.10661764,35045184.91544118,-116513669.66911764
0.00492000,-86745857.40808824,35036323.34558824,-116576961.07169117
0.00492150,-86606172.18750000,35026333.63970588,-116640152.75735295
0.00492300,-86468662.59191176,35014717.64705882,-116702158.67647059
0.00492450,-86333795.07352941,35002875.75367647,-116763828.12500000
0.00492600,-86201673.36397059,34988404.20955882,-116823983.82352941
0.00492750,-86071266.91176471,34972092.09558824,-116882975.07352941
0.00492900,-85942856.89338236,34954170.18382353,-116940051.15808824
0.00493050,-85816849.63235295,34934295.95588236,-116996880.31250000
0.00493200,-85692817.33455883,34910889.19117647,-117051489.92647059
0.00493350,-85571279.41176471,34885304.00735294,-117105073.03308824
0.00493500,-85451108.19852941,34855815.62500000,-117155414.68750000
0.00493650,-85332796.13970588,34824768.23529412,-117204226.47058824
0.00493800,-85215921.32352941,34788707.90441176,-117252022.11397059
0.00493950,-85100851.36029412,34749076.28676470,-117296009.48529412
0.00494100,-84986867.99632353,34704931.61764706,-117338916.37573530
0.00494250,-84873937.61029412,34657096.50735294,-117378193.45588236
0.00494400,-84762959.46691176,34605108.18014706,-117414994.98161764
0.00494550,-84652776.28676471,34547975.73529412,-117449528.05147059
0.00494700,-84543600.42279412,34485983.08823530,-117480517.50000000
0.00494850,-84435281.58088236,34418071.14889706,-117508486.48897059
0.00495000,-84326797.05882353,34346074.69301470,-117533327.81250000
0.00495150,-84219915.77205883,34268504.96323530,-117554665.33088236
0.00495300,-84113357.27941176,34183938.76838236,-117572793.19852941
0.00495450,-84008570.58823529,34095784.50367647,-117586396.78308824
0.00495600,-83902663.97058824,33999427.42647059,-117596694.48529412
0.00495750,-83798277.02205883,33898518.60845588,-117603941.83823529
0.00495900,-83692526.10294117,33790638.66360294,-117605669.85294117
0.00496050,-83588191.15808824,33676780.95588236,-117603424.44852941
0.00496200,-83483945.56985295,33555883.49264706,-117597539.52205883
0.00496350,-83379853.23529412,33428617.84926471,-117585380.93750000
0.00496500,-83275351.63602941,33294288.23529412,-117569975.73529412
0.00496650,-83170601.83823529,33153871.30514706,-117549230.00000000
0.00496800,-83066707.90441176,33006104.59558824,-117523940.44117647
0.00496950,-82961651.19375001,32851867.87683824,-117492526.71323529
0.00497100,-82856729.96323529,32690920.84558824,-117457309.81617647
0.00497250,-82752163.93382353,32521557.86764706,-117415524.90808824
0.00497400,-82646388.23529412,32346342.72058824,-117369285.62500000
0.00497550,-82541618.67647059,32162962.88602941,-117316487.46323529
0.00497700,-82435645.18933824,31972838.08823529,-117257399.67830883
0.00497850,-82329202.31617647,31775772.79411765,-117193267.27941176
0.00498000,-82222348.71323529,31571453.49264706,-117122736.08455883
0.00498150,-82115520.03676471,31360037.50000000,-117046407.53676471
0.00498300,-82008423.34558824,31141539.28308824,-116963594.11764705
0.00498450,-81901558.36397059,30916186.94852941,-116874324.81617647
0.00498600,-81793222.88602941,30683622.42647059,-116778756.94852941
0.00498750,-81685777.64705883,30444117.90441176,-116675993.63970588
0.00498900,-81576497.13235295,30198002.94117647,-116566978.49264705
0.00499050,-81468886.28338236,29943835.84558824,-116451938.29227941
0.00499200,-81359735.99264705,29683635.47794118,-116328578.46617647
0.00499350,-81249870.49632353,29417669.30147059,-116200396.21323529
0.00499500,-81141254.19117647,29144111.94852941,-116063480.33088236
0.00499650,-81032320.40441176,28864054.22794118,-115920820.22058824
0.00499800,-80923812.31617647,28577907.00367647,-115769867.18750000
0.00499950,-80813964.94485295,28285202.11397059,-115612422.80110295
0.00500100,-80705851.56250000,27986225.99264706,-115448530.27573529
0.00500250,-80596245.32904412,27682763.05147059,-115276984.19117647
0.00500400,-80488077.84926471,27371311.02389706,-115098252.20588236
0.00500550,-80380287.68382353,27055372.18750000,-114913674.72426471
0.00500700,-80272972.86764705,26734327.04044118,-114721110.84558824
0.00500850,-80165311.36029412,26407580.51470588,-114521528.30882353
0.00501000,-80058387.50000000,26075439.15441176,-114315100.91911764
0.00501150,-79951854.96323529,25738545.11029412,-114101877.94117647
0.00501300,-79846266.13970588,25396261.21323529,-113881556.34191176
0.00501450,-79741700.91911764,25050745.40441176,-113655792.27941176
0.00501600,-79638001.02941176,24700001.13970588,-113422008.91544117
0.00501750,-79534789.98161764,24344291.12132353,-113181468.26470588
0.00501900,-79433642.61029412,23985265.05514706,-112935078.08823529
0.00502050,-79332562.46323529,23622777.20588235,-112682008.27205883
0.00502200,-79234033.76838236,23256927.83088235,-112422945.77205883
0.00502350,-79135158.86029412,22886374.04411765,-112157318.93382353
0.00502500,-79038887.89154412,22515289.33823529,-111885971.13970588
0.00502650,-78943304.77941176,22139298.69485294,-111608445.68014705
0.00502800,-78850035.49632353,21760551.47058824,-111325998.34558824
0.00502950,-78757334.92647059,21379875.38602941,-111037522.45202206
0.00503100,-78667465.90441176,20997193.93382353,-110743439.44852941
0.00503250,-78578981.81985295,20612675.91911765,-110443230.95955883
0.00503400,-78492110.66176471,20225644.90808824,-110139588.60294117
0.00503550,-78406675.00000000,19837597.66544118,-109829458.82352941
0.00503700,-78323476.28676471,19447872.68382353,-109515859.92647059
0.00503850,-78242560.29411764,19057565.23897059,-109196625.55147059
0.00504000,-78163530.88235295,18666587.26102941,-108873496.87500000
0.00504150,-78085972.42647059,18274854.41176471,-108545889.52205883
0.00504300,-78011515.99264705,17882878.84191176,-108213774.17279412
0.00504450,-77938619.43014705,17490212.48161765,-107878402.38970588
0.00504600,-77867886.59558824,17097605.14705882,-107538677.35294117
0.00504750,-77798939.83455883,16705953.49264706,-107196687.31617647
0.00504900,-77731901.65441176,16314002.38970588,-106850146.32352941
0.00505050,-77666938.05147059,15923532.26102941,-106500251.04779412
0.00505200,-77604533.45588236,15533845.79044118,-106148697.24264705
0.00505350,-77543726.65441176,15145391.36029412,-105793336.89338236
0.00505500,-77486339.39338236,14757391.19485294,-105435806.60294117
0.00505650,-77430074.81617647,14371966.12132353,-105076555.51470588
0.00505800,-77375391.82169117,13988305.12867647,-104713614.77941176
0.00505950,-77323534.48529412,13605801.10294118,-104349207.16911764
0.00506100,-77272791.72794117,13224900.36764706,-103983244.85294117
0.00506250,-77224373.56617647,12847905.14705882,-103615552.22426471
0.00506400,-77177651.34191176,12472034.00735294,-103247209.92647059
0.00506550,-77132584.00735295,12099216.72794118,-102876880.88235295
0.00506700,-77090054.68750000,11728972.61029412,-102505717.81250000
0.00506850,-77048546.13970588,11361650.64338235,-102133964.52205883
0.00507000,-77008153.78676471,10997824.81617647,-101761211.02941176
0.00507150,-76969883.08823529,10636380.07352941,-101388182.81250000
0.00507300,-76932908.27205883,10278318.75000000,-101015000.29411764
0.00507450,-76897772.05882353,9923588.99448529,-100640583.45588236
0.00507600,-76863275.91911764,9572987.50000000,-100266861.58088236
0.00507750,-76830334.37500000,9224687.08088235,-99894194.77941176
0.00507900,-76798270.22058824,8881041.17647059,-99521550.91911764
0.00508050,-76767471.37867647,8541073.32720588,-99148951.96691176
0.00508200,-76737658.63970588,8205075.58823529,-98777297.90441176
0.00508350,-76708451.83823529,7872949.90808824,-98407652.77573529
0.00508500,-76680251.83823529,7544787.31617647,-98037490.25735295
0.00508650,-76653016.87500000,7220407.86764706,-97669201.65441176
0.00508800,-76626669.55882353,6899826.10294118,-97302773.49264705
0.00508950,-76600632.61213236,6584213.38235294,-96937297.86764705
0.00509100,-76575632.11397059,6272446.04779412,-96573625.00000000
0.00509250,-76550353.16176471,5965559.65073529,-96212072.88602941
0.00509400,-76526223.51102941,5661898.25367647,-95852317.48161764
0.00509550,-76502642.24264705,5362256.54411765,-95495755.69852941
0.00509700,-76478963.30882353,5068034.50367647,-95140428.30882353
0.00509850,-76456744.31985295,4777553.45588235,-94788421.50735295
0.00510000,-76433473.76838236,4491135.58823529,-94438399.72426471
0.00510150,-76411849.63235295,4209399.43014706,-94091125.57536764
0.00510300,-76389811.39705883,3931234.92647059,-93747108.80514705
0.00510450,-76368429.61397059,3657024.94485294,-93405648.98713236
0.00510600,-76347328.49264705,3388770.29411765,-93067760.93382353
0.00510750,-76326921.69117647,3122916.52941176,-92733359.41176471
0.00510900,-76306032.16911764,2862068.41544118,-92400981.61764705
0.00511050,-76286618.49264705,2604528.75000000,-92072779.77941176
0.00511200,-76267330.69852941,2351533.71323529,-91749465.00000000
0.00511350,-76248144.41176471,2102083.94485294,-91428608.63970588
0.00511500,-76229997.79411764,1856334.00735294,-91111319.00735295
0.00511650,-76212686.39705883,1615274.63235294,-90799271.13970588
0.00511800,-76195381.98529412,1376959.74264706,-90490382.15073529
0.00511950,-76178702.94117647,1142722.61029412,-90184772.14889705
0.00512100,-76163675.10477941,913032.42647059,-89884488.66911764
0.00512250,-76149062.13235295,686071.32352941,-89588354.41176471
0.00512400,-76136113.62132353,462460.62500000,-89297307.24264705
0.00512550,-76123773.63970588,241915.62500000,-89009916.37867647
0.00512700,-76112131.61764705,24995.40441176,-88727189.15441176
0.00512850,-76102416.41544117,-189577.62867647,-88448886.21323529
0.00513000,-76094432.46323529,-399519.54595588,-88175095.31066176
0.00513150,-76087359.00735295,-607570.66176471,-87906957.35294117
0.00513300,-76082199.26470588,-813036.02941176,-87643504.96323529
0.00513450,-76079110.84558824,-1015553.49264706,-87383843.56617647
0.00513600,-76077360.03676471,-1214510.51470588,-87130364.70588236
0.00513750,-76078020.03676471,-1411433.47426471,-86880759.75000000
0.00513900,-76080818.75000000,-1605682.90441176,-86637443.93382353
0.00514050,-76086010.47794117,-1798013.23529412,-86398807.93382353
0.00514200,-76093906.61764705,-1988858.59926471,-86166032.27941176
0.00514350,-76103655.33088236,-2176247.57352941,-85937924.44852941
0.00514500,-76116437.40808824,-2361651.48897059,-85714622.26470588
0.00514650,-76131543.40073529,-2546056.87500000,-85497845.51470588
0.00514800,-76149991.54411764,-2727800.16544118,-85285584.57720588
0.00514950,-76172072.81250000,-2908876.47058824,-85079396.43382353
0.00515100,-76196854.22794117,-3087473.43382353,-84878106.98529412
0.00515250,-76225129.96323529,-3265098.34558824,-84682686.58088236
0.00515400,-76256803.30882353,-3441252.18750000,-84492728.12500000
0.00515550,-76291822.61029412,-3615896.94852941,-84309197.99632353
0.00515700,-76330643.01470588,-3789547.27941176,-84130622.22426471
0.00515850,-76373833.27205883,-3962402.33455882,-83957692.38455881
0.00516000,-76420371.65441176,-4133792.97977941,-83790611.30514705
0.00516150,-76470978.93382353,-4304184.37500000,-83629540.58823529
0.00516300,-76525807.16911764,-4474237.70220588,-83474102.38970588
0.00516450,-76585306.43382353,-4643422.61029412,-83323887.81250000
0.00516600,-76648306.15808824,-4811463.78676471,-83180835.66176471
0.00516750,-76715701.28676471,-4979418.19852941,-83042661.59926471
0.00516900,-76787968.01470588,-5147010.43014706,-82910500.36764705
0.00517050,-76865101.47058824,-5313727.38970588,-82785054.08088236
0.00517200,-76946695.56985295,-5480068.98897059,-82663998.52941176
0.00517350,-77032497.97794117,-5646022.55514706,-82549899.26470588
0.00517500,-77123187.31617647,-5811878.67647059,-82441647.61029412
0.00517650,-77218453.49264705,-5978240.97426471,-82338914.44852941
0.00517800,-77318965.62500000,-6143355.33088235,-82242814.63235295
0.00517950,-77424369.33823529,-6307873.21691176,-82152251.59926471
0.00518100,-77534357.90441176,-6473162.68382353,-82068124.20036764
0.00518250,-77648402.99632353,-6638318.56617647,-81988806.98529412
0.00518400,-77768087.50000000,-6803241.70955882,-81916183.56617647
0.00518550,-77892470.58823529,-6968483.45588235,-81849629.85661764
0.00518700,-78021420.77205883,-7133274.08088235,-81789303.12500000
0.00518850,-78155947.05882353,-7297489.33823529,-81733690.91911764
0.00519000,-78293422.55514705,-7461781.69117647,-81684055.81617647
0.00519150,-78436302.37316176,-7626354.43014706,-81640011.26838236
0.00519300,-78583680.49632353,-7791317.84926471,-81603064.52205883
0.00519450,-78735569.25551471,-7955741.36029412,-81571446.59926471
0.00519600,-78891230.14705883,-8119989.15441176,-81544498.82352941
0.00519750,-79052207.38970588,-8284944.11764706,-81523798.21691176
0.00519900,-79216701.28676471,-8448673.34558824,-81508125.18382353
0.00520050,-79385006.45220588,-8612437.66544118,-81498020.40441176
0.00520200,-79556985.66176471,-8776871.85661765,-81493809.92647059
0.00520350,-79732949.81617647,-8940593.01470588,-81494975.18382353
0.00520500,-79913336.15808824,-9103979.22794118,-81501332.33823529
0.00520650,-80095883.58455883,-9267220.95588235,-81511855.68198529
0.00520800,-80282466.17647059,-9429172.97794118,-81527723.40073529
0.00520950,-80470936.21323529,-9592162.31617647,-81549319.48529412
0.00521100,-80663386.94852941,-9755059.02573529,-81574831.92463236
0.00521250,-80857793.01470588,-9916977.57352941,-81605683.08823529
0.00521400,-81054432.53676471,-10077572.33455882,-81640331.25000000
0.00521550,-81254343.60294117,-10238933.10661765,-81680073.19852941
0.00521700,-81455324.26470588,-10399406.26838235,-81723827.99632353
0.00521850,-81658629.59558824,-10559160.66176471,-81772554.79779412
0.00522000,-81862862.27941176,-10718232.90441176,-81825337.70220588
0.00522150,-82069281.43382353,-10877373.16176471,-81881114.08088236
0.00522300,-82276349.63235295,-11034814.15441176,-81941453.10661764
0.00522450,-82484261.76470588,-11192091.25000000,-82005214.52205883
0.00522600,-82693410.84558824,-11348534.98161765,-82072389.15441176
0.00522750,-82902965.69852941,-11504238.45588235,-82142723.93382353
0.00522900,-83112543.29595588,-11659368.93382353,-82216689.44852941
0.00523050,-83323258.75000000,-11813654.35661765,-82292919.66911764
0.00523200,-83532431.61764705,-11967075.22977941,-82372375.42279412
0.00523350,-83741765.47794117,-12118976.37500000,-82454605.11029412
0.00523500,-83950770.95588236,-12270270.66176471,-82539675.69852941
0.00523650,-84158425.03125000,-12420284.88970588,-82625851.05514705
0.00523800,-84366365.62500000,-12570025.73529412,-82714970.86397059
0.00523950,-84572518.75000000,-12718694.12500000,-82806522.86764705
0.00524100,-84777717.09558824,-12866296.12132353,-82898943.54779412
0.00524250,-84980345.22058824,-13012607.40808824,-82992790.44117647
0.00524400,-85182615.64705883,-13158633.51102941,-83089053.25367647
